Video analysis detailed log

Face Model:	General
Calibration:	Calibration 2
Start time:	08/12/2023 11:23:28.766
Filename:	\Recorded Videos\Participant 4_Analysis 2_20231208_112328.avi
Frame rate:	15

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted
00:00:00.000	0.673224700	0.002877618	0.565770200	0.000003691	0.000000000	0.000000000	0.000000000
00:00:00.066	0.666816100	0.002829310	0.577035300	0.000003302	0.000000000	0.000000000	0.000000000
00:00:00.133	0.638550900	0.002993954	0.626025400	0.000002828	0.000000000	0.000007724	0.000000000
00:00:00.200	0.622383800	0.003195628	0.653546000	0.000002608	0.000000000	0.000014956	0.000000000
00:00:00.266	0.601135500	0.003519760	0.687658000	0.000002397	0.000000000	0.000019457	0.000000000
00:00:00.333	0.592899700	0.003504638	0.700002700	0.000002167	0.000000000	0.000029012	0.000000000
00:00:00.400	0.576235000	0.003568509	0.716528000	0.000001954	0.000000000	0.000040614	0.000000000
00:00:00.466	0.549571000	0.003782680	0.745712800	0.000001776	0.000000000	0.000047507	0.000000000
00:00:00.533	0.508790500	0.003694774	0.655435300	0.000001348	0.002926333	0.028387210	0.000000002
00:00:00.600	0.494648500	0.003587999	0.584142600	0.000001126	0.006208882	0.034374850	0.000000293
00:00:00.666	0.496461500	0.003806118	0.571110000	0.000000953	0.006353959	0.029154430	0.000000277
00:00:00.733	0.526651700	0.003773255	0.523690200	0.000000787	0.006423097	0.024100620	0.000000229
00:00:00.800	0.508011600	0.003712110	0.544482100	0.000000651	0.006011621	0.019955090	0.000000202
00:00:00.866	0.480949600	0.003759461	0.583026600	0.000000539	0.005345654	0.016513490	0.000000450
00:00:00.933	0.446824300	0.003792864	0.622797600	0.000000420	0.004580807	0.012888700	0.000001047
00:00:01.000	0.435704200	0.003668670	0.635189300	0.000000334	0.003926577	0.010240860	0.000002474
00:00:01.066	0.407736400	0.003489763	0.658701400	0.000000276	0.003527692	0.008458524	0.000003123
00:00:01.133	0.401492300	0.003246409	0.656232800	0.000000224	0.003279160	0.006881821	0.000003715
00:00:01.200	0.377143600	0.003108704	0.678515600	0.000000187	0.002962701	0.005741958	0.000003924
00:00:01.266	0.367145000	0.002911172	0.683596600	0.000000162	0.002716738	0.004959907	0.000004612
