Video analysis detailed log

Face Model:	General
Calibration:	Ptx1_Calib
Start time:	08/12/2023 10:56:09.502
Filename:	\Recorded Videos\Participant 1_Analysis 3_20231208_105609.avi
Frame rate:	15

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted
00:00:00.000	0.964065000	0.000000000	0.000000000	0.000007128	0.000000000	0.070406000	0.000550740
00:00:00.066	0.968155900	0.000000000	0.000000000	0.000006446	0.000000000	0.062339510	0.000516504
00:00:00.133	0.968423200	0.000000000	0.000000000	0.000005897	0.000000000	0.061769360	0.000480065
00:00:00.200	0.969621900	0.000000000	0.000000000	0.000005449	0.000026662	0.059261620	0.000481398
00:00:00.266	0.970995200	0.000000000	0.000000000	0.000005259	0.000073696	0.056403400	0.000489699
00:00:00.333	0.971336800	0.000000000	0.000000000	0.000005026	0.000531717	0.055521290	0.000488929
00:00:00.400	0.974781000	0.000000000	0.000000000	0.000005281	0.002061768	0.047919370	0.000479094
00:00:00.466	0.978148600	0.000109632	0.000000000	0.000005565	0.002593286	0.040976230	0.000492921
00:00:00.533	0.979987800	0.000092464	0.000000000	0.000005421	0.003788189	0.037527710	0.000505666
00:00:00.600	0.980032900	0.000077521	0.000000000	0.000004950	0.006860317	0.037542120	0.000481567
00:00:00.666	0.979244200	0.000061040	0.000000000	0.000004603	0.008670535	0.039236100	0.000433851
00:00:00.733	0.978862600	0.000049373	0.000000000	0.000004349	0.009515339	0.040078050	0.000415477
00:00:00.800	0.978828800	0.000043291	0.000000000	0.000004333	0.009616863	0.040186950	0.000398194
00:00:00.866	0.974230600	0.000035121	0.000000000	0.000004018	0.009560554	0.049286060	0.000386263
00:00:00.933	0.968827400	0.000028493	0.000000000	0.000003635	0.010142470	0.059905450	0.000369906
00:00:01.000	0.969015200	0.000023392	0.000000000	0.000003478	0.010912860	0.059528970	0.000349811
00:00:01.066	0.968587900	0.000018256	0.000000000	0.000003566	0.011169470	0.060381930	0.000307534
00:00:01.133	0.968255600	0.000014855	0.000000000	0.000003395	0.010714310	0.061132850	0.000272714
00:00:01.200	0.970203100	0.000012566	0.000000000	0.000003378	0.010989230	0.057336710	0.000251010
00:00:01.266	0.971258000	0.000010287	0.000000000	0.000003375	0.010626500	0.055350550	0.000228634
00:00:01.333	0.970293100	0.000008345	0.000000000	0.000003329	0.010466960	0.057261080	0.000202961
00:00:01.400	0.972636800	0.000006997	0.000000000	0.000003673	0.011527160	0.052665920	0.000177216
00:00:01.466	0.973915300	0.000005549	0.000000000	0.000003646	0.014330000	0.050132200	0.000151007
00:00:01.533	0.972920100	0.000004528	0.000000000	0.000003557	0.016804830	0.051804980	0.000133171
00:00:01.600	0.973938500	0.000003696	0.000000000	0.000003726	0.019559620	0.048186860	0.000115303
00:00:01.666	0.975499700	0.000003007	0.000000000	0.000003822	0.022008920	0.042674120	0.000101986
00:00:01.733	0.976959600	0.000002645	0.000000000	0.000003863	0.022234610	0.038525500	0.000107485
00:00:01.800	0.972777000	0.000002095	0.000000000	0.000003879	0.033737030	0.041682180	0.000127572
00:00:01.866	0.964075100	0.000001767	0.000000000	0.000003568	0.053805450	0.048337460	0.000113355
00:00:01.933	0.958351500	0.000001510	0.000000000	0.000004008	0.064609560	0.060164490	0.000116507
00:00:02.000	0.937034100	0.000001127	0.000000000	0.000008981	0.108223300	0.059437030	0.000152938
00:00:02.066	0.920558800	0.000000931	0.000000000	0.000015260	0.138641500	0.061493420	0.000208071
00:00:02.133	0.896259200	0.000000744	0.000000000	0.000019858	0.184235800	0.053711510	0.000327490
00:00:02.200	0.876387700	0.000000641	0.000000000	0.000023326	0.218896900	0.048694400	0.000459608
00:00:02.266	0.845341400	0.000000521	0.000000000	0.000026399	0.273047700	0.040777790	0.000776607
00:00:02.333	0.839326700	0.000000413	0.000000000	0.000032676	0.273768600	0.039480550	0.001138554
00:00:02.400	0.841105500	0.000000336	0.000000000	0.000042526	0.247762200	0.057480480	0.001270036
00:00:02.466	0.845852300	0.000000283	0.000000000	0.000046981	0.239729200	0.051512080	0.001429971
00:00:02.533	0.835710200	0.000000235	0.000000000	0.000045064	0.255396500	0.046793770	0.001669240
00:00:02.600	0.835474400	0.000000192	0.000000000	0.000045655	0.253143600	0.046545750	0.001834392
00:00:02.666	0.830093300	0.000000161	0.000000000	0.000044513	0.265213500	0.039643070	0.002109138
00:00:02.733	0.831461800	0.000000133	0.000000000	0.000043728	0.266166200	0.032743350	0.002519899
00:00:02.800	0.838432100	0.000000107	0.000000000	0.000046395	0.254323400	0.027698890	0.002812246
00:00:02.866	0.850295500	0.000000083	0.000000000	0.000050376	0.236331100	0.021615560	0.003052198
00:00:02.933	0.854088700	0.000000069	0.000000000	0.000053331	0.224225800	0.021754450	0.003391565
00:00:03.000	0.861532100	0.000000057	0.000000000	0.000053182	0.210805000	0.018389550	0.003804640
00:00:03.066	0.865184600	0.000000050	0.000000000	0.000053275	0.203842800	0.016621990	0.003895303
00:00:03.133	0.863151900	0.000000037	0.000000000	0.000051214	0.202179700	0.019113520	0.004056316
00:00:03.200	0.862035500	0.000000031	0.000000000	0.000048166	0.209806600	0.015786880	0.003732158
00:00:03.266	0.877462600	0.000105768	0.000000000	0.000052947	0.188439800	0.013038770	0.003247731
00:00:03.333	0.891040600	0.000090551	0.000000000	0.000053461	0.168469300	0.011162940	0.002872007
00:00:03.400	0.905878200	0.000075691	0.000000000	0.000050994	0.143489600	0.014263280	0.002488742
00:00:03.466	0.920785700	0.000061959	0.000000000	0.000046709	0.121505800	0.011675640	0.002073369
00:00:03.533	0.933348100	0.000046788	0.000000000	0.000040539	0.104318100	0.010132040	0.001582102
00:00:03.600	0.937676300	0.000040295	0.000000000	0.000037704	0.099419840	0.009113125	0.001364287
00:00:03.666	0.941022700	0.000031729	0.000000000	0.000032249	0.097385990	0.010620200	0.001074242
00:00:03.733	0.935102000	0.000026760	0.000000000	0.000028976	0.111980900	0.010094920	0.000906029
00:00:03.800	0.936352100	0.000022570	0.000000000	0.000026578	0.111968500	0.008864656	0.000764153
00:00:03.866	0.935918000	0.000017825	0.000000000	0.000022044	0.115496600	0.007796493	0.000603494
00:00:03.933	0.929643900	0.000015443	0.000000000	0.000019458	0.129413300	0.007563850	0.000522867
00:00:04.000	0.906024500	0.000012416	0.000000000	0.000015949	0.177821900	0.006658703	0.000420387
00:00:04.066	0.885936100	0.000009575	0.000000000	0.000012628	0.219300400	0.006389529	0.000324177
00:00:04.133	0.880425600	0.000007766	0.000000000	0.000010525	0.231161200	0.005182561	0.000262940
00:00:04.200	0.866817300	0.000006830	0.000000000	0.000009305	0.258765900	0.004557719	0.000231239
00:00:04.266	0.859947800	0.000005378	0.000000000	0.000007410	0.273224300	0.003741762	0.000182077
00:00:04.333	0.849591900	0.000004324	0.000000000	0.000006010	0.294317100	0.003265260	0.000146386
00:00:04.400	0.848884000	0.000003582	0.000000000	0.000005030	0.295826200	0.005353960	0.000121279
00:00:04.466	0.849315300	0.000002897	0.000000000	0.000004133	0.294426000	0.009906265	0.000098098
00:00:04.533	0.846022500	0.000002495	0.000000000	0.000003595	0.300748500	0.012499030	0.000084486
00:00:04.600	0.848082000	0.000001953	0.000000000	0.000002877	0.297118200	0.011956110	0.000066128
00:00:04.666	0.854417300	0.000001652	0.000000000	0.000002489	0.284514100	0.013897420	0.000055940
00:00:04.733	0.860544800	0.000001289	0.000000000	0.000002012	0.271915000	0.019076680	0.000043654
00:00:04.800	0.869240600	0.000001113	0.000000000	0.000001765	0.255093200	0.016748110	0.000037694
00:00:04.866	0.881045200	0.000000890	0.000000000	0.000001468	0.232114200	0.017102000	0.000030257
00:00:04.933	0.890882600	0.000000707	0.000000000	0.000001273	0.212857900	0.018231510	0.000027621
00:00:05.000	0.893734300	0.000000584	0.000000000	0.000001373	0.207545800	0.015597270	0.000022815
00:00:05.066	0.904201600	0.000000471	0.000000000	0.000001557	0.187086500	0.015118330	0.000018899
00:00:05.133	0.910172700	0.000000412	0.000000000	0.000001534	0.175457100	0.014327740	0.000016522
00:00:05.200	0.921061300	0.000000321	0.000000000	0.000001822	0.154170500	0.014075220	0.000012893
00:00:05.266	0.927661100	0.000000276	0.000000000	0.000002097	0.141269700	0.012951240	0.000011071
00:00:05.333	0.936878800	0.000000217	0.000000000	0.000002351	0.123055200	0.016558490	0.000008717
00:00:05.400	0.944483600	0.000000180	0.000000000	0.000002450	0.107815300	0.016806810	0.000007222
00:00:05.466	0.950987500	0.000000149	0.000000000	0.000002524	0.095024300	0.018160500	0.000005993
00:00:05.533	0.955664500	0.000000122	0.000000000	0.000002472	0.081648270	0.023245820	0.000004877
00:00:05.600	0.957959900	0.000000098	0.000000000	0.000002269	0.070066200	0.030779190	0.000003933
00:00:05.666	0.954548300	0.000000079	0.000000000	0.000002063	0.062539470	0.046775720	0.000003191
00:00:05.733	0.956812400	0.000000064	0.000000000	0.000001901	0.060995780	0.048951300	0.000002581
00:00:05.800	0.959623600	0.000000052	0.000000000	0.000001764	0.055254690	0.049623490	0.000002100
00:00:05.866	0.962004100	0.000000045	0.000000000	0.000001697	0.053679770	0.045467260	0.000003844
00:00:05.933	0.966269900	0.000000036	0.000000000	0.000001584	0.049599810	0.038450050	0.000012490
00:00:06.000	0.968959600	0.000000029	0.000000000	0.000001408	0.047071980	0.037019790	0.000016104
00:00:06.066	0.970126300	0.000000025	0.000000000	0.000001294	0.046593020	0.036203440	0.000017088
00:00:06.133	0.970228900	0.000000020	0.000000000	0.000001160	0.046442240	0.039652080	0.000027770
00:00:06.200	0.970785400	0.000000017	0.000000000	0.000001048	0.044678270	0.041463270	0.000035519
00:00:06.266	0.968198800	0.000000014	0.000000000	0.000000952	0.042971310	0.048862530	0.000040860
00:00:06.333	0.969811900	0.000000011	0.000000000	0.000001050	0.039702610	0.047127800	0.000043718
00:00:06.400	0.971693500	0.000000009	0.000000000	0.000001122	0.038776600	0.043529290	0.000042881
00:00:06.466	0.973880600	0.000000007	0.000000000	0.000001199	0.036318220	0.041306410	0.000040300
00:00:06.533	0.973464300	0.000000006	0.000000000	0.000001219	0.032928090	0.043682670	0.000040640
00:00:06.600	0.974498700	0.000000005	0.000000000	0.000001328	0.029670790	0.043035500	0.000038005
00:00:06.666	0.974774400	0.000000004	0.000000000	0.000001335	0.029114050	0.043442290	0.000033111
00:00:06.733	0.975909200	0.000000003	0.000000000	0.000001319	0.028209830	0.042330920	0.000026349
00:00:06.800	0.977217800	0.000000003	0.000000000	0.000001510	0.026060580	0.040506940	0.000024700
00:00:06.866	0.977711100	0.000000002	0.000000000	0.000001580	0.025221270	0.040105190	0.000023653
00:00:06.933	0.978699800	0.000000002	0.000000000	0.000001451	0.025228370	0.038253990	0.000018750
00:00:07.000	0.979435400	0.000000002	0.000000000	0.000001370	0.025975060	0.036144590	0.000017664
00:00:07.066	0.979741800	0.000000001	0.000000000	0.000001295	0.024312570	0.036059480	0.000023934
00:00:07.133	0.979644800	0.000000001	0.000000000	0.000001215	0.025844650	0.035250150	0.000021146
00:00:07.200	0.978683200	0.000000001	0.000000000	0.000001106	0.028715430	0.037641950	0.000017204
00:00:07.266	0.975099700	0.000000001	0.000000000	0.000001029	0.029697820	0.044921710	0.000017560
